-0.14837423	0.2432589	-0.30498722	-1.5175004	-0.036673725	0.34970188	-0.17889626	-0.5612788	-0.44524837	-0.09733134	0.615772	0.386831	-0.057561085	0.13259718	-1.014802	-0.15177494
0.42201784	0.9989038	0.19030418	-0.89046615	0.37936565	0.11896724	-0.6945109	-0.25386378	-0.03141619	-0.2656279	-0.24256487	-0.3290837	0.4456274	-0.15457682	-0.6448696	0.5559218
-0.16791031	0.6345538	0.022354918	-0.40292448	-0.24322133	0.5591295	0.14797969	0.13560742	0.06576545	0.48405507	0.08939047	-0.3950861	0.80361474	-0.07067759	-0.5250589	0.0041920613
-0.019362397	-0.4084515	0.051112536	-0.25229186	-0.00035777537	-0.23367043	-0.1060105	-0.20332897	-0.063114025	-0.10607564	0.22148257	0.18279569	-0.199445	-0.009085577	-0.19250716	0.07057006
0.04283251	-0.44953468	-0.21105118	-0.054980673	-0.052714314	-0.15848519	0.21764773	0.33567324	-0.23385945	0.15760732	0.7421335	-0.42122844	0.39318255	-0.5569122	-0.16278581	0.2160285
-1.1692781	0.57839036	-0.084541924	0.10483262	-1.0093267	1.4613254	0.64017355	0.06982903	0.34859386	0.9253125	-0.26843736	0.10762005	0.6331883	0.85975605	-0.36003557	-1.3646148
0.27037477	0.49761128	-0.19465862	-0.18237339	0.20767918	0.25120777	-0.1662463	0.067298986	-0.22230865	-0.12611805	0.13874489	-0.23642974	0.2623146	-0.17911549	-0.07319509	0.091217615
-0.5131328	-0.74467516	-0.7678954	0.45751545	-0.24877284	0.3289438	0.5138162	0.18023318	-0.55181324	0.036663562	0.6184481	0.49161446	-0.35311082	0.34915924	0.52771705	-0.8728949
-0.33117923	-0.05037843	-0.18265596	0.050694335	-0.16461104	0.33915827	0.11245352	-0.15846129	-0.03207292	-0.01620057	-0.051364556	0.3519692	-0.30560422	0.39788702	0.20926438	-0.4513503
0.010238904	1.186291	0.07573016	-0.4663481	0.35794005	0.5038531	-1.0718664	-0.7071696	0.09289023	-0.8818253	-0.8258778	0.6974485	-0.89745694	0.94228977	0.11309193	-0.41357085
-0.079057746	0.48522803	-0.08491317	-0.20202069	-0.008013067	0.42146844	-0.09558825	-0.13953494	-0.05583957	-0.0772229	-0.19417292	0.13318123	-0.044611134	0.28544292	0.0075100693	-0.19742
0.13551271	0.027729455	-0.4048129	0.104532495	0.18113633	0.16475315	-0.0067900554	0.1779298	-0.3572708	-0.19324216	0.41345683	-0.1073033	-0.020213136	-0.09589046	0.20071356	-0.095895216
-0.16866122	-1.7587442	-0.43001497	0.38022518	-0.014763094	-0.5987111	0.44969028	0.20080481	-0.5495845	-0.20012464	1.1619792	0.45952085	-0.63042694	-0.19483794	0.33061078	-0.2169316
0.2839824	0.07825654	0.17468256	-0.40661892	0.27066094	-0.3166494	-0.43237814	-0.24410652	0.04188491	-0.35364845	-0.09137196	0.11946433	-0.17723462	-0.08203626	-0.24830505	0.2834231
0.6403898	-0.29991734	0.6321165	-0.7190435	0.28051326	-0.780642	-0.53684545	-0.10226241	0.2847845	-0.17759384	0.3661596	-0.79146856	0.45898873	-0.9809599	-0.80839103	0.96807325
0.26107478	-0.29567796	-0.0018294438	-0.16173518	0.28686866	-0.29531917	-0.059935242	0.13121311	-0.20783606	-0.2034773	0.46750316	-0.22424589	0.00603006	-0.4854784	-0.20253699	0.35885015
-1.4581519	-0.412951	0.5944759	0.022012623	-1.3846815	0.73703223	0.62845826	-0.09538913	0.91166854	1.2075418	-0.35033825	0.14420246	0.59564257	0.68631446	-1.0616796	-1.0521911
0.22923109	-0.48457408	0.42473263	-0.47878915	0.29122052	-0.7483463	-0.4647127	-0.59437037	0.24631998	-0.6563123	-0.1805734	0.4218139	-0.7267	0.069693476	-0.31533778	0.21898156
0.09802861	-0.14390966	0.21125805	-0.24326271	-0.10850927	-0.1381158	0.036812663	-0.00030617253	0.104623005	0.10912994	0.10971039	-0.20889345	0.18490504	-0.23426364	-0.39868945	0.26141167
-0.072055176	-0.1979365	-0.31156394	0.092023924	0.007018279	0.10592313	0.21417968	0.23835798	-0.33921117	-0.041085552	0.3996658	-0.050040662	0.0545469	-0.15965003	0.07159732	-0.07277941
0.0077338773	-0.3660559	0.36215693	-0.36710387	-0.038700033	-0.4130079	-0.15263481	-0.28046644	0.22543056	0.045965724	0.018240022	0.11267404	-0.085792005	-0.06027451	-0.37270036	0.23392779
-0.5358478	0.41512278	-0.5207184	0.2023328	-0.539719	1.2272662	0.6092748	0.48191676	-0.16268449	0.7182156	0.34927347	-0.3142985	0.6768104	0.08916132	0.030870838	-0.74845946
0.08113905	0.63628155	0.061402157	-0.34618455	0.040372334	0.14243516	-0.2899909	-0.20669273	0.1219143	-0.12268938	-0.28676873	0.12760632	0.020594724	0.267819	-0.16600007	0.052757498
0.23540413	0.27095315	-0.8376896	0.12012267	0.35832146	0.46198067	-0.12713563	0.14147831	-0.7344794	-0.7534422	0.5452562	-0.066612564	-0.042000126	0.14752577	0.59404707	-0.1501796
0.19771637	0.2578004	-0.3641174	0.0889551	0.15175453	0.25160226	0.06547674	0.33759543	-0.33885372	-0.101530224	0.33162704	-0.22769554	0.2790452	-0.24505486	0.1901099	-0.029875273
0.24442017	-0.3828357	0.2997601	-0.3389733	0.09968998	-0.53398085	-0.23666486	-0.18348758	0.12895323	-0.08632816	0.18126126	-0.12334473	-0.02293226	-0.4324397	-0.4149252	0.44294012
-0.47558853	-0.38341403	-0.10186036	0.08261925	-0.40781456	0.15000388	0.31261557	-0.0027438847	-0.013195782	0.27604616	0.11268921	0.3257426	-0.089421	0.3223683	0.008910213	-0.4115958
-0.12235318	-0.23196831	-0.12530631	0.048423428	-0.08055358	0.039849292	0.21114558	0.24611753	-0.16002865	0.08814663	0.41938898	-0.17547482	0.18000089	-0.1560789	-0.05208861	-0.09976483
1.5104785	1.8588935	-1.6834415	0.12342164	1.5626867	1.732433	-1.2329367	1.2547581	-1.6097558	-1.5923975	1.2288003	-1.1369096	1.0317175	-1.0014082	1.4257393	0.5100116
